Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Wronged bodies: gendering human rights abuses in contemporary Greek poetry","Remoundou, Natasha","","","","LAW AND HUMANITIES","JAN 2 2022","2022","16","1","","","","28","58","","10.1080/17521483.2022.2075177","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"REVISITING THE COMPLEXITY OF RACIAL UNDERSTANDINGS AND SUBJECTIVE EXPERIENCES OF RACE AMONG STUDENTS OF COLOR IN STEM HIGHER EDUCATION TOWARD A RACIAL REAPPRAISAL FRAMEWORK","Abrica, Elvira J.","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2022","2022","28","2","","","SI","31","52","","","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Myth-busting in an Aboriginal pre-university enabling program: Embedding transformative learning pedagogy","Bennett, Rebecca; Strehlow, Karin; Hill, Braden","","","","AUSTRALIAN JOURNAL OF INDIGENOUS EDUCATION","2022","2022","51","1","","","","","","","10.55146/ajie.2022.24","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The Surgeon's Role in Addressing Racism and Achieving Health Equity","Dawes, Daniel E.; Dunlap, Nelson J.; Johnson, Shaneeta M.","","","","AMERICAN SURGEON","NOV 2021","2021","87","11","","","","1704","1712","00031348211038562","10.1177/00031348211038562","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Heritage Not Hate? Confederate Flag Supporters Less Likely to Perceive Criminal Injustice, More Likely to View Police as Friends","Updegrove, Alexander H.; Cooper, Maisha N.; Dmello, Jared R.","","","","RACE AND JUSTICE","JAN 2024","2024","14","1","","","","32","53","21533687211023574","10.1177/21533687211023574","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Seeing is believing: Representation as a powerful tool in the fight against racism in science","Mogessie, Binyam","","","","CELL STEM CELL","MAY 6 2021","2021","28","5","","","","794","796","","10.1016/j.stem.2021.04.017","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Tracing Roots of Attitudes Toward Race and Affirmative Action Among Immigrant Chinese Americans: Learning From Undergraduate International Students","Lien, Pei-te","","","","JOURNAL OF DIVERSITY IN HIGHER EDUCATION","DEC 2022","2022","15","6","","","","731","743","","10.1037/dhe0000319","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"The Law of Rules: Hyperlegalism, Emergency and the Violence of Procedure","Martel, James","","","","LAW CULTURE AND THE HUMANITIES","FEB 2021","2021","17","1","","","SI","53","70","","10.1177/1743872117741817","","","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"The Legacy of William Shockley: Racism and Ableism in STEM","Glaudell, Rebecca","","","","2021 IEEE 48TH PHOTOVOLTAIC SPECIALISTS CONFERENCE (PVSC)","2021","2021","","","","","","1887","1889","","10.1109/PVSC43889.2021.9518411","48th IEEE Photovoltaic Specialists Conference (PVSC)","JUN 20-25, 2021","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Activated: Decentering activism in and with academia","Lee, Minha; Leal, Debora de Castro; Krueger, Max; Strohmayer, Angelika; Zaga, Cristina","","","Ding, S; Fussell, S; Monroy-Hernandez, A; Munson, S; Shklovski, I; Naaman, M","CONFERENCE COMPANION PUBLICATION OF THE 2021 COMPUTER SUPPORTED COOPERATIVE WORK AND SOCIAL COMPUTING, CSCW 2021 COMPANION","2021","2021","","","","","","343","346","","10.1145/3462204.3481723","24th ACM Conference on Computer-Supported Cooperative Work and Social Computing (CSCW)","OCT 23-27, 2021","1","0.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Panic in the Streets-Pandemic and Protests: A Manifestation of a Failure to Achieve Democratic Ideals","Katner, Adrienne; Brisolara, Kari; Katner, Philip; Jacoby, Andrew; Honore, Peggy","","","","NEW SOLUTIONS-A JOURNAL OF ENVIRONMENTAL AND OCCUPATIONAL HEALTH POLICY","NOV 2020","2020","30","3","","","","161","167","1048291120960233","10.1177/1048291120960233","","","1","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"A Critical Examination of the Influence of Systemic Racism in Shaping the African STEM Research Workforce","Mutegi, Jomo W.","","","McGee, EO; Robinson, WH","DIVERSIFYING STEM: Multidisciplinary Perspectives on Race and Gender","2020","2020","","","","","","107","121","","","","","1","0.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"From Century of the Common Man to Yellow Peril <i>Anti-Racism, Empire, and US Global Power in Henry A-Wallace's Quest for Cold War Alternatives</i>","Kim, Kevin Y.","","","","PACIFIC HISTORICAL REVIEW","SUM 2018","2018","87","3","","","","405","438","","10.1525/phr.2018.87.3.405","","","1","0.14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Walking in Memphis: revisiting the street politics of Ms Jacqueline Smith","Wang, Sean H.","","","","CULTURAL GEOGRAPHIES","OCT 2017","2017","24","4","","","","611","616","","10.1177/1474474017702509","","","1","0.13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"Secularist Suspicion and Legal Pluralism at the United Nations","Arsheim, Helge","","","","RELIGION & HUMAN RIGHTS","2016","2016","11","2","","","","166","188","","10.1163/18710328-12341303","","","1","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Race and Gender Inequalities in Medicine and Biomedical Research","Harp, Djana; Shim, Ruth S.; Johnson, Japera; Harp, Jamil A.; Wilcox, William Clyde; Wilcox, Judith K.","","","","CRITICAL RESEARCH ON SEXISM AND RACISM IN STEM FIELDS","2016","2016","","","","","","115","134","","10.4018/978-1-5225-0174-9.ch006","","","1","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Overcoming the Myriad of Obstacles: The Ongoing Journey as a Female African American Physicist","Jackson, Helen Cassandra","","","","CRITICAL RESEARCH ON SEXISM AND RACISM IN STEM FIELDS","2016","2016","","","","","","67","86","","10.4018/978-1-5225-0174-9.ch004","","","1","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Becoming a Trauma Surgeon: How Race Impacted My Journey","Skinner, Ruby","","","","CRITICAL RESEARCH ON SEXISM AND RACISM IN STEM FIELDS","2016","2016","","","","","","222","227","","10.4018/978-1-5225-0174-9.ch013","","","1","0.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"MALADJUSTED AND DANGEROUS GYPSIES: A GLIMPSE AT THE HISTORY OF CONTAMINATION, AVERSION AND DESPISE IN THE 18TH AND 19TH CENTURY","Studen, Andrej","","","","ACTA HISTRIAE","2015","2015","23","1","","","","97","112","","","","","1","0.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"'Cultural Criminology, Governmentality and the Liquidity of the Failing State: The View from Ireland' for <i>Critical Criminology</i>","Leonard, Liam","","","","CRITICAL CRIMINOLOGY","MAY 2014","2014","22","2","","","","293","306","","10.1007/s10612-013-9217-0","","","1","0.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"When racism gets personal: Toward relational healing","Walker, Maureen","","","","WOMEN & THERAPY","2008","2008","31","2-4","","","","71","85","","10.1080/02703140802145938","","","1","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Exploring inclusivity perceptions among residents: insights from rural tourism destinations","Soulard, Joelle; Lundin, Emma; Zou, Suiwen Sharon","","","","JOURNAL OF SUSTAINABLE TOURISM","","2023","","","","","","","","","10.1080/09669582.2023.2295815","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Racism and access to maternal health care among garo indigenous women in Bangladesh: A qualitative descriptive study","Chowdhury, Suban Kumar","","","","PLOS ONE","NOV 30 2023","2023","18","11","","","","","","e0294710","10.1371/journal.pone.0294710","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The effect of wearing college apparel on Black men's perceived criminality and perceived risk of being racially profiled by police","Camacho, Gabriel","","","","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","MAR 2024","2024","111","","","","","","","104565","10.1016/j.jesp.2023.104565","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Understanding the Emotional Labor of English Language Teaching while Black in the United States","Stevenson, Malik","","","","TESOL QUARTERLY","","2023","","","","","","","","","10.1002/tesq.3274","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Essential Nursing Actions to Reduce Inequities for Black Women in the Perinatal Period","Van Baak, Bethany; Powell, Amy; Fricas, Jennifer; Sanderson, Andrea Caupain","","","","JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","NOV 2023","2023","52","6","","","","454","466","","10.1016/j.jogn.2023.07.002","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reducing racism in education: embedding Indigenous perspectives in curriculum","Murray, Gabrielle; Campton, Stacey","","","","AUSTRALIAN EDUCATIONAL RESEARCHER","","2023","","","","","","","","","10.1007/s13384-023-00663-3","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diversifying faculty recruitment in biomedical sciences","Yassa, Michael A.; Edinger, Aimee L.","","","","FASEB JOURNAL","NOV 2023","2023","37","11","","","","","","e23224","10.1096/fj.202300688RR","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Call to Action: Exploring Intersectional Analyses of Black Fathers and Daughters in STEM Learning","Lewis Ellison, Tisha; Joseph, Nicole; Thomas, Jakita O.","","","","EQUITY & EXCELLENCE IN EDUCATION","","2023","","","","","","","","","10.1080/10665684.2023.2262484","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committing to Racial Justice as a White Woman in STEM: Using Constructivist Grounded Theory to Explore White Activism","Forsythe, Desiree","","","","JOURNAL OF HIGHER EDUCATION","","2023","","","","","","","","","10.1080/00221546.2023.2265285","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Recasting the agreements to re-humanize STEM education","Imad, Mays; Reder, Michael; Rose, Madelyn","","","","FRONTIERS IN EDUCATION","OCT 5 2023","2023","8","","","","","","","1193477","10.3389/feduc.2023.1193477","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Challenges Experienced by Latina Multilingual Learners in STEM Undergraduate Programs: Framed within LatCrit and Intersectionality","Shi, Qi; Phillips, Karen; Davis, Julius; Hines, Erik","","","","JOURNAL OF LATINOS AND EDUCATION","","2023","","","","","","","","","10.1080/15348431.2023.2256851","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The DECAY of Merton's scientific norms and the new academic ethos","Macfarlane, Bruce","","","","OXFORD REVIEW OF EDUCATION","","2023","","","","","","","","","10.1080/03054985.2023.2243814","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"On Racial Allyship and Constructing a Racial Allyship Framework: Black Graduate STEM Students' Insights and Recommendations for Aspiring Faculty Allies","Stone-Sabali, Steven; Mallory, Allen B.; Mills, Kristen J.; Alexander, E.","","","","JOURNAL OF DIVERSITY IN HIGHER EDUCATION","","2023","","","","","","","","","10.1037/dhe0000510","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Introduction to the Special Issue on Communication in Black Families","Hutchins, Darvelle; Nelson, Leslie R.","","","","JOURNAL OF FAMILY COMMUNICATION","OCT 2 2023","2023","23","3-4","","","SI","179","187","","10.1080/15267431.2023.2243911","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pro-Social Policies and Impression Management: The American Arabian Oil Company (Aramco), 1932-1974","Albalwi, Wedian; McGovern, Tom; Salama, Aly","","","","ENTERPRISE & SOCIETY","","2023","","","","","","","","PII S1467222723000186","10.1017/eso.2023.18","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Communitywide Collaboration to Increase Enrollment, Retention, and Success in Evidence-Based Lifestyle-Change Programs in Racial and Ethnic Minority Populations","Kepper, Maura; Stamatakis, Katherine A.; Mudd, Natalie; Deitch, Ariel; Terhaar, Ally; Liu, Julia; Gates, Emerald; Williams, Bobie; Cole, Gabrielle; French, Carolyn S.; Hampton, Amy; Eyler, Amy","","","","PREVENTING CHRONIC DISEASE","AUG 2023","2023","20","","","","","","","220352","10.5888/pcd20.220352","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adult's veracity judgments of Black and White children's statements: the role of perceiver and target race and prejudice-related concerns","Zanette, Sarah; Hussein, Siham Hagi; Malloy, Lindsay C.","","","","FRONTIERS IN PSYCHOLOGY","JUL 26 2023","2023","14","","","","","","","1177253","10.3389/fpsyg.2023.1177253","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Racism and health among cancer survivors","Smith, Stephanie M.; Schapira, Lidia","","","","CANCER","OCT 1 2023","2023","129","19","","","","2941","2943","","10.1002/cncr.34963","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Toward asset-based LatCrit pedagogies in STEM: centering Latine students' strengths to reimagine STEM teaching and practice","Negrete, Ambar Hernandez; Mouavangsou, Kaozong N. N.; Caporale, Natalia","","","","FRONTIERS IN EDUCATION","JUN 29 2023","2023","8","","","","","","","1176913","10.3389/feduc.2023.1176913","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perspectives of Black Students in Music Education Doctoral Programs: Motivations, Experiences, and Information Literacy","Hanson, Josef; Roberts, Joel","","","","JOURNAL OF MUSIC TEACHER EDUCATION","","2023","","","","","","","","","10.1177/10570837231177988","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Linking Adverse Experiences to Pregnancy and Birth Outcomes: A Life Course Analysis of Racial and Ethnic Disparities Among Low-Income Women","Mersky, Joshua P.; Jeffers, Noelene K.; Lee, ChienTi Plummer; Shlafer, Rebecca J.; Jackson, Dylan B.; Gomez, Anthony","","","","JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES","","2023","","","","","","","","","10.1007/s40615-023-01647-w","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leveraging Student-Faculty-Staff Partnerships to Implement Inclusive Curricular Reform in Chemistry Education","Chung, Ji; Bunnell, Sarah L. L.; Lopez, Alberto M. M.; Olshansky, Jacob H. H.","","","","JOURNAL OF CHEMICAL EDUCATION","JUN 1 2023","2023","100","6","","","","2243","2252","","10.1021/acs.jchemed.2c01190","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stress Accumulation, Depressive Symptoms, and Sleep Problems Among Black Americans in the Rural South","Adesogan, Olutosin; Lavner, Justin A.; Carter, Sierra E.; Beach, Steven R. H.","","","","CLINICAL PSYCHOLOGICAL SCIENCE","","2023","","","","","","","","","10.1177/21677026231170839","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Autoethnographically Interrogating School-Based Anti-"Asian" Racism in Post(?)-Pandemic Times: An AsianCrit-Informed Composite Palimpsest","Teo, Aaron","","","","CULTURAL STUDIES-CRITICAL METHODOLOGIES","OCT 2023","2023","23","5","","","","451","462","","10.1177/15327086231176098","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Racializing space, spatializing "race": racialization, its urban spatialization, and the making of "Northeastern" identity in "world class" Delhi","Rai, Rohini","","","","ETHNIC AND RACIAL STUDIES","NOV 18 2023","2023","46","15","","","","3271","3292","","10.1080/01419870.2023.2206883","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Cyclical Model of Barriers to Healthcare for the Hispanic/Latinx Population","Brener, Samantha; Jiang, Stephanie; Hazenberg, Emma; Herrera, Daniel","","","","JOURNAL OF RACIAL AND ETHNIC HEALTH DISPARITIES","APR 2024","2024","11","2","","","","1077","1088","","10.1007/s40615-023-01587-5","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WHATS'S CRITICAL ABOUT CRITICAL THEORY AGAIN? CRITICAL THEORY, ETHNOCENTRISM, SEXISM AND RACISM","Farr, Arnold Lorenzo","","","","PERSPECTIVAS EM DIALOGO-REVISTA DE EDUCACAO E SOCIEDADE","APR-JUN 2023","2023","10","23","","","","18","35","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WHATS'S CRITICAL ABOUT CRITICAL THEORY AGAIN? CRITICAL THEORY, ETHNOCENTRISM, SEXISM AND RACISM","Farr, Arnold Lorenzo","","","","PERSPECTIVAS EM DIALOGO-REVISTA DE EDUCACAO E SOCIEDADE","APR-JUN 2023","2023","10","23","","","","","","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Unpacking Racism Among Puerto Rican Scientists: Intersectionality of Colorism, Colonialism, and the Culture of Science","Casillas-Martinez, Lilliam; Franco-Ortiz, Mariluz; Carrasquillo, Rosa Elena; Gonzalez-Espada, Wilson","","","","JOURNAL OF LATINOS AND EDUCATION","MAR 14 2024","2024","23","2","","","","796","811","","10.1080/15348431.2023.2184370","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The multi-scalar relationship between children's self-determination and environmental justice in the United States","Minaravesh, Bita","","","","LOCAL ENVIRONMENT","SEP 2 2023","2023","28","9","","","","1097","1111","","10.1080/13549839.2023.2187360","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leave No One Behind: how systemic racism impacts Sustainable Development Goals","Ebron, Kutisha T.; Luzynski, Cheyenne; Komanski, Carolynn Nath S.","","","","INTERNATIONAL JOURNAL OF PUBLIC LEADERSHIP","MAR 9 2023","2023","19","1","","","","31","44","","10.1108/IJPL-02-2022-0010","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Getting it right: Teaching undergraduate biology to undermine racial essentialism","Guevara, Elaine; Gopalan, Shyamalika; Massey, Dashiell J.; Adegboyega, Mayowa; Zhou, Wen; Solis, Alma; Anaya, Alisha D.; Churchill, Steven E.; Feldblum, Joseph; Lawler, Richard R.","","","","BIOLOGY METHODS & PROTOCOLS","JAN 10 2023","2023","8","1","","","","","","bpad032","10.1093/biomethods/bpad032","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Complexity and Coherence: An Epistemological Approach of Some Political Controversies","Antonius, Rachad","","","","REVUE INTERVENTIONS ECONOMIQUES-PAPERS IN POLITICAL ECONOMY","2023","2023","69","","","","","","","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INSTITUTIONAL ACTIVISM IN DIVERSITY, EQUITY, AND INCLUSION FACULTY SERVICE IN STEM","Jauchen, Joanna G.","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2023","2023","29","2","","","","51","73","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RACIAL MICROAGGRESSSIONS IN EXACT SCIENCES","Lopes, Ronaldo Andre; da Silva, Guilherme Henrique Gomes","","","","PROMETEICA-REVISTA DE FILOSOFIA Y CIENCIAS","2023","2023","","27","","","","389","399","","10.34024/prometeica.2023.27.15320","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Obfuscating Systemic Racism: A Critical Policy Discourse Analysis on the Operation of Neoliberal Ideas in Media Representation of a School District State Takeover","Lopez, Trish A.; Riesco, Holly Sheppard; Goering, Christian Z.","","","","EDUCATION POLICY ANALYSIS ARCHIVES","2023","2023","31","","","","","","","","10.14507/epaa.31.6707","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Microaggressions Faced by International Students in the US with a Discussion on Critical Race Theory","Rodriguez, Miguel A.; Mohamed, Mirna; Barthelemy, Ramon S.","","","","JOURNAL OF INTERNATIONAL STUDENTS","2023","2023","13","3","","","","236","253","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Being a Haitian patient in Chile and experiencing racism in centers of the public health network","Tijoux, Maria Emilia; Ambiado, Constanza","","","","INTERDISCIPLINARIA","JAN-APR 2023","2023","40","1","","","","363","377","","10.16888/interd.2023.40.1.22","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Imagining, Generating, and Creating Communication as Feminist Pedagogical Method for Teaching Computing Ethics","Trim, Michelle D.; Gulley, Paige","","","","PROCEEDINGS OF THE 41ST INTERNATIONAL CONFERENCE ON DESIGN OF COMMUNICATION, SIGDOC 2023","2023","2023","","","","","","206","209","","10.1145/3615335.3623037","41st ACM International Conference on Design of Communication (SIGDOC)","OCT 26-28, 2023","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
""It's wicked hard to fight covert racism": The case of microaggressions in science research organizations","Salmon, Udeni","","","","GENDER WORK AND ORGANIZATION","MAY 2024","2024","31","3","","","","727","748","","10.1111/gwao.12934","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Measures of Structural Racism Predict ICU Admission Following Intensive Chemotherapy for AML","Abraham, Ivy; Rauscher, Garth; Patel, Anand Ashwin; Monick, Sarah; Burkhart, Madelyn; Shah, Eshana; Dave, Ami; Kroll, Matthew; Tsai, Stephanie B.; Berg, Stephanie; Erra, Amani; Gannamani, Vedavyas; Zia, Maryam; Larson, Melissa L.; Stock, Wendy; Altman, Jessica K.; Khan, Irum","","","","BLOOD","NOV 15 2022","2022","140","","","1","","6061","6063","","10.1182/blood-2022-166907","64th Annual Meeting and Exposition of the American-Society-of-Hematology (ASH)","DEC 10-13, 2022","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A guide for writing anti-racist tenure and promotion letters","Bellamy, Pearis; Haynes, Christy L.; Martin, Laura E.; Mirabile, Scott P.; Niv, Yael; Rose, Jacqueline K.; Ross, Rachel A.","","","","ELIFE","NOV 15 2022","2022","11","","","","","","","e79892","10.7554/eLife.79892","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE ANTHROPOLOGICAL CLUE TO UNDERSTANDING OF SOCIETY: AS EMMANUEL TODD SEES IT","Studentsov, Viktor B.","","","","MIROVAYA EKONOMIKA I MEZHDUNARODNYE OTNOSHENIYA","AUG 2022","2022","66","8","","","","111","120","","10.20542/0131-2227-2022-66-8-111-120","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
